name,description,ingredients,category,protein,carbs,fat,fiber,vitamins,calories,cooking_time,spicy_level,instructions,is_vegetarian
"Pita Chips with Tzatziki","Crispy pita chips served with a cool, creamy tzatziki sauce.","pita bread, yogurt, cucumber, garlic, dill",snack,15,20,6,2,"{'calcium': 15, 'vitamin C': 10}",250,20,3,"1. Cut pita bread into triangles and bake until crispy. 2. Mix yogurt, grated cucumber, garlic, and dill for tzatziki. 3. Serve chips with dip.",TRUE
"Peanut Butter and Celery Sticks","Crispy celery sticks filled with creamy peanut butter for a nutritious snack.","celery, peanut butter",snack,5,5,4,2,"{'protein': 4, 'vitamin K': 10}",120,10,2,"1. Spread peanut butter into celery sticks. 2. Serve as a snack.",TRUE
"Hard-Boiled Eggs with Salt and Pepper","Simple hard-boiled eggs seasoned with salt and pepper, a protein-rich snack.","eggs, salt, pepper",snack,10,10,5,1,"{'protein': 6, 'vitamin D': 10}",70,5,1,"1. Boil eggs for 10-12 minutes. 2. Cool, peel, and season with salt and pepper before serving.",FALSE
"Mini Quiches with Spinach and Cheese","Savory mini quiches filled with spinach and cheese, great for snacks or appetizers.","eggs, spinach, cheese, pie crust",snack,20,30,8,3,"{'calcium': 20, 'vitamin A': 15}",150,15,2,"1. Preheat oven to 375°F (190°C). 2. Whisk eggs and mix in spinach and cheese. 3. Pour into mini pie crusts and bake until set. 4. Serve warm.",FALSE
"Fruit and Nut Bars","Homemade bars packed with nuts and dried fruits, a healthy snack option.","nuts (almonds, walnuts), dried fruits (dates, cranberries)",snack,15,15,10,3,"{'fiber': 5, 'vitamin E': 10}",200,20,3,"1. Blend nuts and dried fruits in a food processor. 2. Press mixture into a baking dish and refrigerate until firm. 3. Cut into bars and serve.",TRUE
"Sweet Potato Chips","Crispy baked sweet potato chips, a healthier alternative to regular chips.","sweet potatoes, olive oil, salt",snack,15,30,5,2,"{'vitamin A': 100, 'fiber': 3}",150,20,3,"1. Preheat oven to 425°F (220°C). 2. Slice sweet potatoes thinly, toss with olive oil and salt. 3. Bake until crispy, flipping halfway. 4. Serve once cooled.",TRUE
"Cucumber and Cream Cheese Bites","Fresh cucumber slices topped with creamy cheese, a light snack.","cucumbers, cream cheese, dill",snack,10,10,4,2,"{'vitamin K': 10, 'calcium': 5}",100,10,2,"1. Slice cucumbers and spread cream cheese on top. 2. Garnish with dill. 3. Serve as a snack.",TRUE
"Baked Kale Chips","Crispy kale leaves baked until crunchy, a nutritious snack.","kale, olive oil, salt",snack,10,15,3,1,"{'vitamin K': 20, 'vitamin A': 15}",50,10,1,"1. Preheat oven to 350°F (175°C). 2. Toss kale with olive oil and salt. 3. Spread on a baking sheet and bake until crispy. 4. Serve as a snack.",TRUE
"Cottage Cheese with Pineapple","Creamy cottage cheese served with sweet pineapple for a refreshing snack.","cottage cheese, pineapple",snack,5,5,7,3,"{'protein': 10, 'vitamin C': 10}",180,15,2,"1. Combine cottage cheese with pineapple. 2. Serve chilled as a snack.",TRUE
"Chocolate-Dipped Banana Bites","Banana slices dipped in chocolate for a sweet treat.","bananas, dark chocolate",snack,10,10,6,2,"{'potassium': 5, 'vitamin C': 10}",150,15,2,"1. Melt dark chocolate. 2. Dip banana slices into chocolate and set on parchment paper. 3. Chill until chocolate hardens.",TRUE
"Crispy Chickpea Salad","A fresh salad with crispy roasted chickpeas, vegetables, and dressing.","chickpeas, lettuce, cucumber, dressing",salad,15,30,7,2,"{'fiber': 5, 'vitamin A': 15}",200,25,4,"1. Roast chickpeas until crispy. 2. Combine with lettuce and cucumbers. 3. Drizzle with dressing and serve.",TRUE
"Vegetable Spring Rolls","Fresh spring rolls filled with crunchy vegetables, served with a dipping sauce.","rice paper, assorted veggies (carrots, bell peppers, cucumbers), dipping sauce",appetizer,15,30,6,2,"{'vitamin A': 15, 'vitamin C': 20}",120,15,2,"1. Soak rice paper in water to soften. 2. Fill with veggies and roll tightly. 3. Serve with dipping sauce.",TRUE
"Cheese Quesadilla Slices","Cheesy quesadilla slices served with salsa, a delicious snack.","tortillas, cheese, salsa",snack,10,10,8,3,"{'calcium': 15, 'vitamin B2': 5}",250,15,3,"1. Place cheese between tortillas and cook until golden. 2. Slice and serve with salsa.",FALSE
"Sliced Bell Peppers with Hummus","Fresh bell pepper slices served with hummus for dipping, a healthy snack.","bell peppers, hummus",snack,10,10,5,2,"{'vitamin C': 30, 'fiber': 2}",80,10,2,"1. Slice bell peppers into strips. 2. Serve with hummus for dipping.",TRUE
"Roasted Chickpeas (Seasoned and baked)","Crunchy roasted chickpeas seasoned for a healthy snack.","chickpeas, olive oil, spices",snack,20,30,5,2,"{'fiber': 5, 'protein': 7}",150,10,2,"1. Toss chickpeas with olive oil and spices. 2. Roast until crispy. 3. Serve as a snack.",TRUE
"Homemade Granola Bars","Chewy granola bars packed with nuts, seeds, and dried fruits.","oats, honey, nuts, dried fruits",snack,15,20,8,3,"{'fiber': 4, 'protein': 5}",200,15,3,"1. Mix oats, nuts, seeds, and honey. 2. Press into a baking dish and refrigerate. 3. Cut into bars.",TRUE
"Veggie Sticks with Hummus","Fresh vegetable sticks served with creamy hummus for dipping.","carrots, cucumbers, bell peppers, hummus",snack,10,10,4,2,"{'vitamin C': 20, 'fiber': 3}",100,10,2,"1. Cut veggies into sticks. 2. Serve with hummus for dipping.",TRUE
"Fruit Salad","A refreshing mix of seasonal fruits, great as a snack or dessert.","assorted fruits (melon, berries, kiwi)",salad,10,10,3,1,"{'vitamin C': 30, 'fiber': 2}",150,10,2,"1. Chop assorted fruits. 2. Toss together and serve chilled.",TRUE
"Peanut Butter Banana Toast","Whole grain toast topped with peanut butter and banana slices for a quick snack.","whole grain bread, peanut butter, banana",snack,5,5,5,1,"{'potassium': 10, 'protein': 8}",200,10,2,"1. Toast bread. 2. Spread peanut butter on top. 3. Add banana slices and serve.",TRUE
"Overnight Oats","Healthy oats soaked overnight with milk or yogurt, topped with fruits.","oats, yogurt, fruits, honey",breakfast,5,5,4,1,"{'fiber': 6, 'protein': 8}",300,15,2,"1. Combine oats with yogurt and milk. 2. Refrigerate overnight. 3. Top with fruits before serving.",TRUE
"Cottage Cheese with Berries","Creamy cottage cheese paired with fresh berries for a nutritious snack.","cottage cheese, mixed berries",snack,5,5,7,3,"{'protein': 15, 'vitamin C': 10}",180,15,2,"1. Serve cottage cheese topped with mixed berries.",TRUE
"Zucchini Chips","Crispy baked zucchini chips seasoned for a healthy snack.","zucchini, olive oil, salt",snack,15,25,4,2,"{'vitamin C': 10, 'fiber': 3}",100,15,2,"1. Slice zucchini thinly. 2. Toss with olive oil and salt. 3. Bake until crispy.",TRUE
"Avocado Toast","Creamy avocado spread on toasted bread, topped with seasonings.","whole grain bread, avocado, salt, pepper",snack,5,5,6,2,"{'healthy fats': 10, 'fiber': 6}",250,15,2,"1. Toast bread. 2. Mash avocado and spread on top. 3. Season with salt and pepper.",TRUE
"Energy Balls","No-bake energy bites made with oats, nuts, and sweeteners for a quick snack.","oats, peanut butter, honey, chocolate chips",snack,10,15,7,2,"{'fiber': 4, 'protein': 5}",150,10,2,"1. Mix ingredients together. 2. Form into balls and refrigerate. 3. Serve as a snack.",TRUE
"Nut Butter Stuffed Dates","Sweet dates filled with nut butter for a tasty treat.","dates, almond butter",snack,10,10,5,1,"{'fiber': 2, 'healthy fats': 8}",120,10,2,"1. Slice dates and remove pits. 2. Fill with almond butter. 3. Serve as a snack.",TRUE
"Baked Sweet Potato Fries","Crispy baked sweet potato fries seasoned with spices.","sweet potatoes, olive oil, spices",snack,15,30,5,2,"{'vitamin A': 100, 'fiber': 4}",180,15,2,"1. Cut sweet potatoes into fries. 2. Toss with olive oil and spices. 3. Bake until crispy.",TRUE
"Homemade Trail Mix","A mix of nuts, seeds, and dried fruits, great for snacking.","nuts (almonds, cashews), seeds, dried fruits",snack,10,10,8,3,"{'fiber': 5, 'healthy fats': 15}",200,15,3,"1. Combine nuts, seeds, and dried fruits. 2. Serve as a snack.",TRUE
"Cucumber Sandwiches","Light sandwiches made with cucumber slices and cream cheese for a refreshing snack.","cucumber, cream cheese, whole grain bread",snack,10,10,5,2,"{'vitamin K': 10, 'calcium': 5}",120,10,2,"1. Spread cream cheese on bread. 2. Layer cucumber slices and top with another slice. 3. Cut into quarters.",TRUE
"Hard-Boiled Eggs","Classic hard-boiled eggs seasoned with salt, a protein-packed snack.","eggs, salt",snack,10,10,5,1,"{'protein': 6, 'vitamin D': 10}",70,5,1,"1. Boil eggs for 10-12 minutes. 2. Cool, peel, and season with salt before serving.",FALSE
"Grilled Lemon Herb Chicken","Juicy grilled chicken marinated in lemon and herbs, perfect for a summer barbecue.","chicken breasts, lemon juice, garlic, rosemary, olive oil, salt, pepper",main,30,0,10,0,"{'vitamin C': 10}",320,25,3,"1. In a bowl, combine lemon juice, minced garlic, chopped rosemary, olive oil, salt, and pepper. 2. Add chicken breasts and marinate for at least 30 minutes in the refrigerator. 3. Preheat grill to medium-high heat. 4. Grill chicken for 6-7 minutes on each side, or until cooked through. 5. Let rest for 5 minutes before slicing. Serve with lemon wedges.",FALSE
"Baked Salmon with Garlic and Dijon","Tender salmon fillets baked with garlic, Dijon mustard, and fresh herbs.","salmon fillets, garlic, Dijon mustard, olive oil, lemon, parsley, salt, pepper",main,25,0,15,0,"{'vitamin D': 10}",350,20,2,"1. Preheat oven to 400°F (200°C). 2. In a small bowl, mix minced garlic, Dijon mustard, olive oil, lemon juice, salt, and pepper. 3. Place salmon fillets on a baking sheet lined with parchment paper. 4. Spread the garlic-Dijon mixture over the salmon. 5. Bake for 12-15 minutes, or until the salmon flakes easily with a fork. 6. Garnish with chopped parsley before serving.",FALSE
"Chicken Tikka Masala","A popular Indian dish made with marinated chicken simmered in a spiced tomato sauce.","chicken thighs, yogurt, garlic, ginger, garam masala, canned tomatoes, cream, onion, cilantro",main,30,10,20,2,"{'vitamin C': 15}",450,40,4,"1. Marinate chicken in yogurt, minced garlic, ginger, and garam masala for at least 1 hour. 2. In a pan, sauté chopped onions until golden. 3. Add marinated chicken and cook until browned. 4. Stir in canned tomatoes and cream, and simmer for 20 minutes. 5. Garnish with chopped cilantro before serving. Serve with rice or naan.",FALSE
"Shrimp Scampi with Garlic and Lemon","Succulent shrimp sautéed in a garlic and lemon butter sauce, served with pasta.","shrimp, garlic, lemon, butter, parsley, white wine, spaghetti",main,20,60,15,2,"{'vitamin C': 10}",400,25,3,"1. Cook spaghetti according to package instructions. 2. In a large skillet, melt butter over medium heat. 3. Add minced garlic and sauté until fragrant. 4. Add shrimp and cook until pink. 5. Stir in lemon juice, white wine, and chopped parsley. 6. Toss cooked spaghetti with the shrimp mixture and serve immediately.",FALSE
"Beef Stir-Fry with Broccoli","Quick and healthy stir-fry featuring tender beef and fresh broccoli in a savory sauce.","beef sirloin, broccoli, soy sauce, garlic, ginger, sesame oil, bell pepper, onion",main,25,10,10,3,"{'vitamin A': 20}",350,15,4,"1. Slice beef thinly against the grain. 2. Heat sesame oil in a wok over high heat. 3. Add beef and stir-fry until browned. 4. Add minced garlic and ginger, and stir-fry for 1 minute. 5. Add broccoli, sliced bell pepper, and soy sauce. 6. Cook for another 3-4 minutes until vegetables are tender. Serve hot with rice.",FALSE
"Spicy Tuna Poke Bowl","Fresh sushi-grade tuna served over rice with avocado, seaweed, and a spicy sauce.","tuna, sushi rice, soy sauce, avocado, seaweed, green onion, sriracha",main,25,40,10,5,"{'vitamin D': 10}",500,20,5,"1. Cook sushi rice according to package instructions. 2. Cut tuna into cubes and toss with soy sauce and sriracha. 3. Slice avocado and chop green onions. 4. Assemble poke bowls with rice at the bottom, topped with tuna, avocado, and seaweed. 5. Garnish with green onions before serving.",FALSE
"Honey Garlic Glazed Chicken Wings","Crispy chicken wings coated in a sweet and tangy honey garlic sauce.","chicken wings, honey, garlic, soy sauce, ginger, sesame seeds",main,30,0,25,0,"{'vitamin C': 5}",450,35,3,"1. Preheat oven to 400°F (200°C). 2. In a bowl, mix honey, minced garlic, soy sauce, and ginger. 3. Toss chicken wings in the mixture and place on a baking sheet. 4. Bake for 30-35 minutes, flipping halfway through, until crispy. 5. Sprinkle with sesame seeds before serving.",FALSE
"Fish Tacos with Cabbage Slaw","Light and refreshing fish tacos topped with a crunchy cabbage slaw and creamy sauce.","white fish, corn tortillas, cabbage, lime, cilantro, mayonnaise, cumin",main,25,50,10,5,"{'vitamin C': 15}",400,25,2,"1. Grill or pan-fry fish until cooked through. 2. In a bowl, mix shredded cabbage, lime juice, and chopped cilantro. 3. Assemble tacos with fish in corn tortillas, topped with cabbage slaw and a drizzle of mayonnaise. 4. Serve with lime wedges.",FALSE
"Lemon Garlic Roasted Chicken Thighs","Savory chicken thighs roasted with garlic, lemon, and herbs for maximum flavor.","chicken thighs, garlic, lemon, thyme, rosemary, olive oil, salt, pepper",main,30,0,20,0,"{'vitamin C': 10}",400,45,3,"1. Preheat oven to 425°F (220°C). 2. In a bowl, mix minced garlic, lemon juice, olive oil, thyme, rosemary, salt, and pepper. 3. Coat chicken thighs in the mixture and place in a baking dish. 4. Roast for 35-40 minutes, or until golden brown and cooked through. 5. Let rest for 5 minutes before serving.",FALSE
"Teriyaki Salmon with Rice","Delicious salmon glazed with teriyaki sauce, served over steamed rice.","salmon fillets, teriyaki sauce, rice, sesame seeds, green onion",main,30,50,15,0,"{'vitamin D': 10}",500,30,2,"1. Cook rice according to package instructions. 2. In a skillet, heat teriyaki sauce and add salmon fillets. 3. Cook for 5-7 minutes per side, or until salmon is cooked through. 4. Serve salmon over rice, garnished with sesame seeds and sliced green onions.",FALSE
"Balsamic Glazed Pork Chops","Juicy pork chops seared and finished with a balsamic reduction for a sweet-tart flavor.","pork chops, balsamic vinegar, honey, garlic, rosemary, salt, pepper",main,25,0,15,0,"{'vitamin B6': 10}",400,30,2,"1. Season pork chops with salt and pepper. 2. In a skillet, sear chops over medium-high heat until browned on both sides. 3. Remove from skillet and add balsamic vinegar, honey, and minced garlic to create a sauce. 4. Return pork to skillet, coating with sauce, and simmer for 5 minutes. 5. Serve with remaining sauce drizzled on top.",FALSE
"Chicken Fajitas with Bell Peppers","Sizzling chicken fajitas cooked with bell peppers and onions, served with tortillas.","chicken breast, bell peppers, onion, fajita seasoning, tortillas",main,30,40,15,4,"{'vitamin C': 15}",500,25,3,"1. Slice chicken and vegetables. 2. In a skillet, cook chicken with fajita seasoning until cooked through. 3. Add sliced bell peppers and onions, cooking until softened. 4. Serve with warm tortillas and toppings like salsa and guacamole.",FALSE
"Stuffed Bell Peppers with Ground Turkey","Bell peppers filled with a savory mixture of ground turkey, rice, and spices, baked until tender.","bell peppers, ground turkey, rice, onion, garlic, tomato sauce",main,20,30,10,4,"{'vitamin C': 15}",350,40,2,"1. Preheat oven to 375°F (190°C). 2. Cook rice according to package instructions. 3. In a pan, sauté ground turkey, chopped onion, and garlic until cooked. 4. Mix turkey with cooked rice and tomato sauce. 5. Hollow out bell peppers and stuff them with the mixture. 6. Bake for 30-35 minutes until peppers are tender.",FALSE
"Prawn Curry with Coconut Milk","Rich and creamy prawn curry cooked with coconut milk and spices for a delightful flavor.","prawns, coconut milk, curry powder, garlic, ginger, onion",main,25,10,20,3,"{'vitamin D': 10}",500,35,3,"1. In a pan, sauté chopped onion, garlic, and ginger until fragrant. 2. Add curry powder and cook for another minute. 3. Stir in coconut milk and bring to a simmer. 4. Add prawns and cook until they turn pink. Serve with rice.",FALSE
"Cilantro Lime Grilled Chicken","Grilled chicken marinated in a zesty cilantro lime sauce, perfect for tacos or salads.","chicken breasts, lime juice, cilantro, garlic, olive oil, salt, pepper",main,30,0,10,0,"{'vitamin C': 10}",320,25,3,"1. In a bowl, combine lime juice, chopped cilantro, minced garlic, olive oil, salt, and pepper. 2. Marinate chicken for at least 30 minutes. 3. Preheat grill to medium-high heat. 4. Grill chicken for 6-7 minutes on each side until cooked through. 5. Let rest before slicing. Serve with lime wedges.",FALSE
"Butter Chicken (Murgh Makhani)","Creamy and flavorful chicken curry made with a rich tomato and butter sauce.","chicken, butter, cream, tomatoes, garlic, ginger, garam masala, cumin, coriander, salt",main,25,10,30,2,"{'vitamin A': 15}",650,50,3,"1. Marinate chicken in yogurt, lemon juice, and spices for at least 1 hour. 2. In a large pan, melt butter and sauté garlic and ginger. 3. Add marinated chicken and cook until browned. 4. Stir in crushed tomatoes and simmer for 20 minutes. 5. Add cream, adjust seasoning, and simmer for another 10 minutes. Serve with naan.",FALSE
"Chicken Biryani","A fragrant and flavorful rice dish layered with marinated chicken and aromatic spices.","chicken, basmati rice, yogurt, onions, garlic, ginger, biryani masala, saffron, cilantro, mint",main,30,50,15,3,"{'vitamin C': 10}",750,60,4,"1. Marinate chicken with yogurt, spices, and half the fried onions for 1 hour. 2. Cook basmati rice with whole spices until partially done, then drain. 3. In a large pot, layer marinated chicken, partially cooked rice, saffron, cilantro, and mint. 4. Cover tightly and cook on low heat for 30-40 minutes until chicken is cooked and flavors meld. Serve hot.",FALSE
"Fish Curry (Masala Meen Curry)","A spicy and tangy fish curry made with coconut milk and aromatic spices.","fish fillets, coconut milk, onion, tomatoes, garlic, ginger, curry leaves, turmeric, chili powder",main,25,10,15,2,"{'vitamin D': 20}",500,30,4,"1. Heat oil in a pan and sauté chopped onions, garlic, and ginger until golden. 2. Add tomatoes, curry leaves, turmeric, and chili powder, and cook until the mixture thickens. 3. Pour in coconut milk and bring to a simmer. 4. Add fish fillets and cook for 10-15 minutes until the fish is cooked through. Serve with rice.",FALSE
"Mutton Rogan Josh","A traditional Kashmiri dish featuring tender mutton cooked in a fragrant and spicy gravy.","mutton, yogurt, onions, garlic, ginger, Kashmiri red chili, cardamom, cinnamon, salt",main,30,10,20,2,"{'vitamin B12': 10}",600,90,4,"1. Marinate mutton in yogurt, garlic, ginger, and spices for at least 2 hours. 2. In a heavy pot, sauté onions until golden. 3. Add marinated mutton and brown on all sides. 4. Add water, cover, and simmer for 1.5 hours until tender. 5. Adjust seasoning and serve with naan or rice.",FALSE
"Chicken Korma","A rich and creamy chicken curry made with yogurt, nuts, and aromatic spices.","chicken, yogurt, almonds, onions, garlic, ginger, garam masala, cream, coriander",main,30,20,25,3,"{'vitamin A': 15}",600,45,3,"1. Marinate chicken in yogurt, garlic, and ginger for at least 1 hour. 2. In a pot, sauté onions until golden. 3. Add marinated chicken and cook until browned. 4. Stir in ground almonds, cream, and spices, and simmer until chicken is cooked through. Serve with rice or naan.",FALSE
"Prawn Masala","Spicy prawns cooked in a rich tomato and onion gravy with Indian spices.","prawns, onions, tomatoes, garlic, ginger, garam masala, chili powder, coriander",main,25,5,15,2,"{'vitamin D': 10}",400,25,4,"1. Heat oil in a pan and sauté chopped onions, garlic, and ginger until golden. 2. Add tomatoes, chili powder, and garam masala, and cook until the mixture thickens. 3. Add prawns and cook for 5-7 minutes until they turn pink. Serve with rice or chapati.",FALSE
"Tandoori Chicken","Marinated chicken grilled to perfection with a smoky flavor from tandoor spices.","chicken, yogurt, tandoori masala, lemon juice, garlic, ginger, oil",main,30,0,20,0,"{'vitamin B6': 10}",400,60,3,"1. Marinate chicken in yogurt, tandoori masala, lemon juice, garlic, and ginger for at least 4 hours. 2. Preheat the grill to medium-high heat. 3. Grill the chicken for 20-25 minutes, turning occasionally, until cooked through. 4. Serve hot with mint chutney.",FALSE
"Hyderabadi Chicken Dum Biryani","A fragrant and flavorful biryani made with marinated chicken and layered with saffron rice.","chicken, basmati rice, yogurt, onions, garlic, ginger, biryani masala, saffron, mint",main,30,50,15,3,"{'vitamin C': 15}",800,70,4,"1. Marinate chicken in yogurt, spices, and half the fried onions for 1 hour. 2. Cook basmati rice with whole spices until partially done, then drain. 3. In a heavy pot, layer marinated chicken, partially cooked rice, and saffron. 4. Cover tightly and cook on low heat for 40-50 minutes until chicken is tender. Serve with raita.",FALSE
"Kadai Chicken","A spicy chicken dish cooked with bell peppers and a blend of aromatic spices.","chicken, bell peppers, onions, garlic, ginger, kadai masala, tomatoes",main,30,10,15,3,"{'vitamin C': 15}",500,40,3,"1. Heat oil in a wok and sauté chopped onions, garlic, and ginger until golden. 2. Add chicken pieces and cook until browned. 3. Stir in chopped tomatoes, bell peppers, and kadai masala, and cook for 15 minutes. Serve with naan or rice.",FALSE
"Chicken Chettinad","A spicy South Indian chicken curry made with roasted spices and coconut.","chicken, coconut, poppy seeds, fennel seeds, cinnamon, cardamom, curry leaves, tomatoes",main,30,15,20,4,"{'vitamin C': 10}",600,60,4,"1. Dry roast poppy seeds, fennel seeds, cinnamon, and cardamom until fragrant. 2. Grind to a paste with coconut and set aside. 3. In a pan, sauté chopped onions, garlic, and ginger until golden. 4. Add chicken and cook until browned. 5. Stir in ground spice paste, tomatoes, and curry leaves, and cook until chicken is tender. Serve with rice.",FALSE
"Methi Chicken (Fenugreek Chicken)","A flavorful chicken curry made with fresh fenugreek leaves and spices.","chicken, fenugreek leaves, onions, garlic, ginger, cumin, coriander, turmeric",main,30,5,15,3,"{'vitamin A': 20}",450,40,3,"1. In a pan, heat oil and sauté chopped onions, garlic, and ginger until golden. 2. Add chicken and cook until browned. 3. Stir in chopped fenugreek leaves and spices, and cook until chicken is tender. Serve with chapati or rice.",FALSE
"Egg Curry (Anda Curry)","Hard-boiled eggs cooked in a spicy and tangy tomato gravy.","eggs, tomatoes, onions, garlic, ginger, turmeric, chili powder, cumin",main,20,15,10,2,"{'vitamin B12': 10}",350,30,2,"1. Hard boil the eggs, peel, and set aside. 2. In a pan, sauté chopped onions, garlic, and ginger until golden. 3. Add chopped tomatoes, turmeric, and chili powder, and cook until thick. 4. Add boiled eggs and cook for 5 minutes. Serve with rice or bread.",FALSE
"Fish Tikka","Marinated fish cubes grilled to perfection, served with mint chutney.","fish fillets, yogurt, lemon juice, tikka masala, garlic, ginger",main,30,10,10,1,"{'vitamin D': 15}",300,25,3,"1. Marinate fish cubes in yogurt, lemon juice, tikka masala, garlic, and ginger for at least 1 hour. 2. Preheat the grill to medium-high heat. 3. Thread marinated fish onto skewers. 4. Grill for 10-15 minutes, turning occasionally, until cooked. Serve with mint chutney.",FALSE
"Keema Matar (Ground Meat with Peas)","A spicy and comforting dish made with ground meat and green peas.","ground meat (beef/lamb), peas, onions, garlic, ginger, cumin, garam masala, tomatoes",main,25,15,20,3,"{'vitamin B12': 10}",500,40,3,"1. Heat oil in a pan and sauté chopped onions, garlic, and ginger until golden. 2. Add ground meat and cook until browned. 3. Stir in tomatoes, peas, and spices, and cook until peas are tender. Serve with rice or roti.",FALSE
"Prawn Pulao","A fragrant rice dish made with prawns and spices, perfect for a quick meal.","prawns, basmati rice, onions, garlic, ginger, biryani masala, cilantro",main,25,40,10,2,"{'vitamin D': 15}",600,30,3,"1. In a pot, sauté chopped onions, garlic, and ginger until golden. 2. Add prawns and cook until they turn pink. 3. Add soaked basmati rice, biryani masala, and water. 4. Cover and cook on low heat until rice is done. Garnish with cilantro and serve.",FALSE
"Malabar Fish Curry","A spicy and tangy fish curry from Kerala made with coconut milk and spices.","fish fillets, coconut milk, onion, garlic, ginger, green chilies, curry leaves, turmeric, chili powder",main,25,10,15,2,"{'vitamin D': 15}",500,30,4,"1. Heat oil in a pan and sauté chopped onions, garlic, and ginger until golden. 2. Add green chilies, curry leaves, and spices, and cook for a minute. 3. Pour in coconut milk and bring to a simmer. 4. Add fish fillets and cook for 10-15 minutes until the fish is cooked through. Serve with rice.",FALSE
"Chicken Vindaloo","A spicy and tangy Goan curry made with marinated chicken and a vinegar-based sauce.","chicken, vinegar, garlic, ginger, onions, vindaloo masala, potatoes",main,30,20,15,3,"{'vitamin B6': 10}",600,60,5,"1. Marinate chicken with vinegar, garlic, ginger, and vindaloo masala for at least 2 hours. 2. In a pot, sauté chopped onions until golden. 3. Add marinated chicken and cook until browned. 4. Add potatoes and water, and simmer for 40 minutes until chicken and potatoes are tender. Serve with rice.",FALSE
"Goan Prawn Curry","A flavorful prawn curry made with coconut milk and a blend of spices, typical of Goan cuisine.","prawns, coconut milk, onion, tomatoes, garlic, ginger, tamarind, red chili powder",main,25,10,20,2,"{'vitamin D': 15}",550,35,4,"1. Heat oil in a pan and sauté chopped onions, garlic, and ginger until golden. 2. Add chopped tomatoes and spices, and cook until the mixture thickens. 3. Pour in coconut milk and bring to a simmer. 4. Add prawns and cook for 5-7 minutes until they turn pink. Serve with rice.",FALSE
"Mutton Biryani","A fragrant rice dish made with marinated mutton and spices, layered for rich flavors.","mutton, basmati rice, yogurt, onions, garlic, ginger, biryani masala, saffron",main,30,50,20,3,"{'vitamin B12': 10}",800,90,4,"1. Marinate mutton in yogurt, spices, and half the fried onions for 1 hour. 2. Cook basmati rice with whole spices until partially done, then drain. 3. In a large pot, layer marinated mutton, partially cooked rice, and saffron. 4. Cover tightly and cook on low heat for 40-50 minutes until mutton is tender. Serve with raita.",FALSE
"Chili Chicken","A spicy Indo-Chinese dish made with fried chicken pieces and a tangy chili sauce.","chicken, garlic, ginger, soy sauce, green chilies, bell peppers, cornflour",main,25,15,10,2,"{'vitamin C': 10}",450,30,5,"1. Marinate chicken pieces in soy sauce, garlic, and ginger for 30 minutes. 2. Coat in cornflour and deep fry until golden and crispy. 3. In a pan, sauté chopped bell peppers and green chilies. 4. Add fried chicken and toss with additional soy sauce and spices. Serve hot.",FALSE
"Bhuna Chicken","A flavorful chicken curry cooked with spices until the oil separates, resulting in a rich taste.","chicken, onions, garlic, ginger, tomatoes, garam masala, cumin",main,30,10,15,3,"{'vitamin B6': 10}",500,45,4,"1. Heat oil in a pot and sauté chopped onions until golden. 2. Add garlic and ginger, and sauté for a minute. 3. Add chicken pieces and cook until browned. 4. Stir in chopped tomatoes and spices, and cook until oil separates from the mixture. Serve with naan or rice.",FALSE
"Egg Bhurji (Scrambled Eggs)","A spiced Indian-style scrambled egg dish with onions, tomatoes, and spices.","eggs, onions, tomatoes, green chilies, turmeric, cumin",breakfast,12,5,10,1,"{'vitamin B12': 10}",200,15,2,"1. In a pan, heat oil and sauté chopped onions and green chilies until onions are translucent. 2. Add chopped tomatoes and cook until soft. 3. Add beaten eggs, turmeric, and cumin, and scramble until cooked. Serve with toast or chapati.",TRUE
"Chicken Pakora","Crispy fried chicken fritters seasoned with spices and gram flour, served as a snack.","chicken, gram flour, garlic, ginger, spices, water, oil",snack,20,10,15,2,"{'vitamin B6': 10}",400,30,3,"1. Cut chicken into bite-sized pieces and marinate with spices, garlic, and ginger. 2. Mix gram flour with water to make a thick batter. 3. Dip marinated chicken in the batter and deep fry until golden and crispy. Serve with chutney.",FALSE
"Lamb Seekh Kebabs","Spiced ground lamb skewers grilled to perfection, ideal for appetizers or main courses.","ground lamb, onions, garlic, ginger, garam masala, cilantro",main,30,5,20,1,"{'vitamin B12': 10}",450,40,4,"1. In a bowl, mix ground lamb with finely chopped onions, garlic, ginger, and spices. 2. Form into kebabs on skewers. 3. Grill or broil until cooked through and slightly charred. Serve with mint chutney.",FALSE
"Fish Amritsari","Spiced fish fillets coated in gram flour and deep-fried, served with a tangy sauce.","fish fillets, gram flour, garlic, ginger, red chili powder, ajwain",main,25,10,15,2,"{'vitamin D': 10}",450,30,4,"1. Marinate fish fillets with garlic, ginger, and spices for 30 minutes. 2. Dip in gram flour batter and deep fry until crispy and golden. 3. Serve with mint chutney or lemon wedges.",FALSE
"Pork Vindaloo","A spicy and tangy pork curry made with a vinegar-based marinade and aromatic spices.","pork, vinegar, garlic, ginger, onions, vindaloo masala, potatoes",main,30,20,20,3,"{'vitamin B6': 10}",700,60,5,"1. Marinate pork with vinegar, garlic, ginger, and vindaloo masala for at least 2 hours. 2. In a pot, sauté chopped onions until golden. 3. Add marinated pork and cook until browned. 4. Add potatoes and water, and simmer for 40 minutes until tender. Serve with rice.",FALSE
